-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
   Formation Free Gibbs Energy at 298K = -55.9242 kcal/mol
   Molecular Weight =                    108.1400 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      30.2481       -30.7142      -56.0932      84.5965       0.0603        -0.1690       
     600.0000      52.4759       -17.9901      -85.8533      113.1054      12.7845       -29.9291      
     800.0000      61.5551       -6.5284       -110.1519     129.5293      24.2461       -54.2277      
     1000.0000     67.7741       6.4421        -137.5329     143.9750      37.2166       -81.6087      
     1200.0000     72.3664       20.4751       -167.6307     156.7548      51.2496       -111.7065     
     1400.0000     75.9223       35.3197       -200.1453     168.1893      66.0942       -144.2212     
     1600.0000     78.6229       50.7870       -234.8324     178.5122      81.5615       -178.9083     
     1800.0000     80.6324       66.7228       -271.4876     187.8947      97.4973       -215.5634     
     2000.0000     82.0981       83.0038       -309.9366     196.4702      113.7783      -254.0124     
     2200.0000     83.1504       99.5345       -350.0291     204.3471      130.3090      -294.1050     
     2400.0000     83.9026       116.2439      -391.6349     211.6162      147.0185      -335.7107     
     2600.0000     84.4514       133.0820      -434.6403     218.3547      163.8565      -378.7161     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE OOC6H4OH
 ====================================================================================================
   Elemental Composition:
     H 5.0000
     C 6.0000
     O 3.0000
   Formation Enthalpy at 298K =          -5.0625 kcal/mol
   Formation Free Gibbs Energy at 298K = -32.3602 kcal/mol
   Molecular Weight =                    125.1030 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      31.6806       -4.9993       -32.5436      91.8144       0.0632        -0.1834       
     600.0000      50.5587       7.6279        -64.5100      120.2299      12.6904       -32.1498      
     800.0000      57.3177       18.4793       -90.1543      135.7920      23.5418       -57.7941      
     1000.0000     61.3558       30.3714       -118.6723     149.0436      35.4338       -86.3121      
     1200.0000     64.6272       42.9773       -149.6542     160.5263      48.0398       -117.2940     
     1400.0000     67.4712       56.1938       -182.7964     170.7072      61.2562       -150.4362     
     1600.0000     69.9494       69.9414       -217.8702     179.8823      75.0039       -185.5100     
     1800.0000     72.1177       84.1529       -254.6955     188.2491      89.2154       -222.3353     
     2000.0000     74.0261       98.7712       -293.1254     195.9483      103.8337      -260.7652     
     2200.0000     75.7190       113.7490      -333.0374     203.0847      118.8115      -300.6772     
     2400.0000     77.2349       129.0470      -374.3272     209.7393      134.1095      -341.9670     
     2600.0000     78.6064       144.6333      -416.9053     215.9764      149.6958      -384.5451     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C6H4OH
 ====================================================================================================
   Elemental Composition:
     C 6.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          38.0962 kcal/mol
   Formation Free Gibbs Energy at 298K = 15.7351 kcal/mol
   Molecular Weight =                    93.1050 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      25.3537       38.1468       15.5849       75.2063       0.0505        -0.1502       
     600.0000      43.0837       48.7621       -10.6513      99.0224       10.6659       -26.3864      
     800.0000      49.0254       58.0252       -31.8193      112.3056      19.9290       -47.5544      
     1000.0000     52.7088       68.2233       -55.4453      123.6686      30.1271       -71.1804      
